beta,n_1,group,s_1,s_2,stable
3.5500000000000003,2,1.0,0.1,0.1,True
3.5500000000000003,3,1.0,0.1,0.1,True
3.5500000000000003,4,1.0,0.1,0.1,True
3.5500000000000003,5,1.0,0.1,0.1,True
3.5500000000000003,6,1.0,0.1,0.1,True
3.5500000000000003,7,1.0,0.1,0.1,True
3.5500000000000003,8,1.0,0.1,0.1,True
3.5500000000000003,9,1.0,0.1,0.1,True
3.6,1,1.0,0.1,0.1,True
3.6,2,1.0,0.1,0.1,True
3.6,3,1.0,0.1,0.1,True
3.6,4,1.0,0.1,0.1,True
3.6,5,1.0,0.1,0.1,True
3.6,6,1.0,0.1,0.1,True
3.6,7,1.0,0.1,0.1,True
3.6,8,1.0,0.1,0.1,True
3.6,9,1.0,0.1,0.1,True
3.6500000000000004,1,1.0,0.1,0.1,True
3.6500000000000004,2,1.0,0.1,0.1,True
3.6500000000000004,3,1.0,0.1,0.1,True
3.6500000000000004,4,1.0,0.1,0.1,True
3.6500000000000004,5,1.0,0.1,0.1,True
3.6500000000000004,6,1.0,0.1,0.1,True
3.6500000000000004,7,1.0,0.1,0.1,True
3.6500000000000004,8,1.0,0.1,0.1,True
3.6500000000000004,9,1.0,0.1,0.1,True
3.7,1,1.0,0.1,0.1,True
3.7,2,1.0,0.1,0.1,True
3.7,3,1.0,0.1,0.1,True
3.7,4,1.0,0.1,0.1,True
3.7,5,1.0,0.1,0.1,True
3.7,6,1.0,0.1,0.1,True
3.7,7,1.0,0.1,0.1,True
3.7,8,1.0,0.1,0.1,True
3.7,9,1.0,0.1,0.1,True
3.75,1,1.0,0.1,0.1,True
3.75,2,1.0,0.1,0.1,True
3.75,3,1.0,0.1,0.1,True
3.75,4,1.0,0.1,0.1,True
3.75,5,1.0,0.1,0.1,True
3.75,6,1.0,0.1,0.1,True
3.75,7,1.0,0.1,0.1,True
3.75,8,1.0,0.1,0.1,True
3.75,9,1.0,0.1,0.1,True
3.8000000000000003,1,1.0,0.1,0.1,True
3.8000000000000003,2,1.0,0.1,0.1,True
3.8000000000000003,3,1.0,0.1,0.1,True
3.8000000000000003,4,1.0,0.1,0.1,True
3.8000000000000003,5,1.0,0.1,0.1,True
3.8000000000000003,6,1.0,0.1,0.1,True
3.8000000000000003,7,1.0,0.1,0.1,True
3.8000000000000003,8,1.0,0.1,0.1,True
3.8000000000000003,9,1.0,0.1,0.1,True
3.85,1,1.0,0.1,0.1,True
3.85,2,1.0,0.1,0.1,True
3.85,3,1.0,0.1,0.1,True
3.85,4,1.0,0.1,0.1,True
3.85,5,1.0,0.1,0.1,True
3.85,6,1.0,0.1,0.1,True
3.85,7,1.0,0.1,0.1,True
3.85,8,1.0,0.1,0.1,True
3.85,9,1.0,0.1,0.1,True
3.9000000000000004,1,1.0,0.1,0.1,True
3.9000000000000004,2,1.0,0.1,0.1,True
3.9000000000000004,3,1.0,0.1,0.1,True
3.9000000000000004,4,1.0,0.1,0.1,True
3.9000000000000004,5,1.0,0.1,0.1,True
3.9000000000000004,6,1.0,0.1,0.1,True
3.9000000000000004,7,1.0,0.1,0.1,True
3.9000000000000004,8,1.0,0.1,0.1,True
3.9000000000000004,9,1.0,0.1,0.1,True
3.95,1,1.0,0.1,0.1,True
3.95,2,1.0,0.1,0.1,True
3.95,3,1.0,0.1,0.1,True
3.95,4,1.0,0.1,0.1,True
3.95,5,1.0,0.1,0.1,True
3.95,6,1.0,0.1,0.1,True
3.95,7,1.0,0.1,0.1,True
3.95,8,1.0,0.1,0.1,True
3.95,9,1.0,0.1,0.1,True
4.0,1,1.0,0.1,0.1,True
4.0,2,1.0,0.1,0.1,True
4.0,3,1.0,0.1,0.1,True
4.0,4,1.0,0.1,0.1,True
4.0,5,1.0,0.1,0.1,True
4.0,6,1.0,0.1,0.1,True
4.0,7,1.0,0.1,0.1,True
4.0,8,1.0,0.1,0.1,True
4.0,9,1.0,0.1,0.1,True
4.05,1,1.0,0.1,0.1,True
4.05,2,1.0,0.1,0.1,True
4.05,3,1.0,0.1,0.1,True
4.05,4,1.0,0.1,0.1,True
4.05,5,1.0,0.1,0.1,True
4.05,6,1.0,0.1,0.1,True
4.05,7,1.0,0.1,0.1,True
4.05,8,1.0,0.1,0.1,True
4.05,9,1.0,0.1,0.1,True
4.1000000000000005,1,1.0,0.1,0.1,True
4.1000000000000005,2,1.0,0.1,0.1,True
4.1000000000000005,3,1.0,0.1,0.1,True
4.1000000000000005,4,1.0,0.1,0.1,True
4.1000000000000005,5,1.0,0.1,0.1,True
4.1000000000000005,6,1.0,0.1,0.1,True
4.1000000000000005,7,1.0,0.1,0.1,True
4.1000000000000005,8,1.0,0.1,0.1,True
4.1000000000000005,9,1.0,0.1,0.1,True
4.15,1,1.0,0.1,0.1,True
4.15,2,1.0,0.1,0.1,True
4.15,3,1.0,0.1,0.1,True
4.15,4,1.0,0.1,0.1,True
4.15,5,1.0,0.1,0.1,True
4.15,6,1.0,0.1,0.1,True
4.15,7,1.0,0.1,0.1,True
4.15,8,1.0,0.1,0.1,True
4.15,9,1.0,0.1,0.1,True
4.2,1,1.0,0.1,0.1,True
4.2,2,1.0,0.1,0.1,True
4.2,3,1.0,0.1,0.1,True
4.2,4,1.0,0.1,0.1,True
4.2,5,1.0,0.1,0.1,True
4.2,6,1.0,0.1,0.1,True
4.2,7,1.0,0.1,0.1,True
4.2,8,1.0,0.1,0.1,True
4.2,9,1.0,0.1,0.1,True
4.25,1,1.0,0.1,0.1,True
4.25,2,1.0,0.1,0.1,True
4.25,3,1.0,0.1,0.1,True
4.25,4,1.0,0.1,0.1,True
4.25,5,1.0,0.1,0.1,True
4.25,6,1.0,0.1,0.1,True
4.25,7,1.0,0.1,0.1,True
4.25,8,1.0,0.1,0.1,True
4.25,9,1.0,0.1,0.1,True
4.3,1,1.0,0.1,0.1,True
4.3,2,1.0,0.1,0.1,True
4.3,3,1.0,0.1,0.1,True
4.3,4,1.0,0.1,0.1,True
4.3,5,1.0,0.1,0.1,True
4.3,6,1.0,0.1,0.1,True
4.3,7,1.0,0.1,0.1,True
4.3,8,1.0,0.1,0.1,True
4.3,9,1.0,0.1,0.1,True
4.3500000000000005,1,1.0,0.1,0.1,True
4.3500000000000005,2,1.0,0.1,0.1,True
4.3500000000000005,3,1.0,0.1,0.1,True
4.3500000000000005,4,1.0,0.1,0.1,True
4.3500000000000005,5,1.0,0.1,0.1,True
4.3500000000000005,6,1.0,0.1,0.1,True
4.3500000000000005,7,1.0,0.1,0.1,True
4.3500000000000005,8,1.0,0.1,0.1,True
4.3500000000000005,9,1.0,0.1,0.1,True
4.4,1,1.0,0.1,0.1,True
4.4,2,1.0,0.1,0.1,True
4.4,3,1.0,0.1,0.1,True
4.4,4,1.0,0.1,0.1,True
4.4,5,1.0,0.1,0.1,True
4.4,6,1.0,0.1,0.1,True
4.4,7,1.0,0.1,0.1,True
4.4,8,1.0,0.1,0.1,True
4.4,9,1.0,0.1,0.1,True
4.45,1,1.0,0.1,0.1,True
4.45,2,1.0,0.1,0.1,True
4.45,3,1.0,0.1,0.1,True
4.45,4,1.0,0.1,0.1,True
4.45,5,1.0,0.1,0.1,True
4.45,6,1.0,0.1,0.1,True
4.45,7,1.0,0.1,0.1,True
4.45,8,1.0,0.1,0.1,True
4.45,9,1.0,0.1,0.1,True
4.5,1,1.0,0.1,0.1,True
4.5,2,1.0,0.1,0.1,True
4.5,3,1.0,0.1,0.1,True
4.5,4,1.0,0.1,0.1,True
4.5,5,1.0,0.1,0.1,True
4.5,6,1.0,0.1,0.1,True
4.5,7,1.0,0.1,0.1,True
4.5,8,1.0,0.1,0.1,True
4.5,9,1.0,0.1,0.1,True
4.55,1,1.0,0.1,0.1,True
4.55,2,1.0,0.1,0.1,True
4.55,3,1.0,0.1,0.1,True
4.55,4,1.0,0.1,0.1,True
4.55,5,1.0,0.1,0.1,True
4.55,6,1.0,0.1,0.1,True
4.55,7,1.0,0.1,0.1,True
4.55,8,1.0,0.1,0.1,True
4.55,9,1.0,0.1,0.1,True
4.6000000000000005,1,1.0,0.1,0.1,True
4.6000000000000005,2,1.0,0.1,0.1,True
4.6000000000000005,3,1.0,0.1,0.1,True
4.6000000000000005,4,1.0,0.1,0.1,True
4.6000000000000005,5,1.0,0.1,0.1,True
4.6000000000000005,6,1.0,0.1,0.1,True
4.6000000000000005,7,1.0,0.1,0.1,True
4.6000000000000005,8,1.0,0.1,0.1,True
4.6000000000000005,9,1.0,0.1,0.1,True
4.65,1,1.0,0.1,0.1,True
4.65,1,2.0,0.514,0.054,False
4.65,1,3.0,0.694,0.034,True
4.65,2,1.0,0.1,0.1,True
4.65,3,1.0,0.1,0.1,True
4.65,4,1.0,0.1,0.1,True
4.65,5,1.0,0.1,0.1,True
4.65,6,1.0,0.1,0.1,True
4.65,7,1.0,0.1,0.1,True
4.65,8,1.0,0.1,0.1,True
4.65,9,1.0,0.1,0.1,True
4.7,1,1.0,0.1,0.1,True
4.7,1,2.0,0.461,0.06,False
4.7,1,3.0,0.741,0.029,True
4.7,2,1.0,0.1,0.1,True
4.7,3,1.0,0.1,0.1,True
4.7,4,1.0,0.1,0.1,True
4.7,5,1.0,0.1,0.1,True
4.7,6,1.0,0.1,0.1,True
4.7,7,1.0,0.1,0.1,True
4.7,8,1.0,0.1,0.1,True
4.7,9,1.0,0.1,0.1,True
4.75,1,1.0,0.1,0.1,True
4.75,1,2.0,0.423,0.064,False
4.75,1,3.0,0.772,0.025,True
4.75,2,1.0,0.1,0.1,True
4.75,3,1.0,0.1,0.1,True
4.75,4,1.0,0.1,0.1,True
4.75,5,1.0,0.1,0.1,True
4.75,6,1.0,0.1,0.1,True
4.75,7,1.0,0.1,0.1,True
4.75,8,1.0,0.1,0.1,True
4.75,9,1.0,0.1,0.1,True
4.800000000000001,1,1.0,0.1,0.1,True
4.800000000000001,1,2.0,0.393,0.067,False
4.800000000000001,1,3.0,0.797,0.023,True
4.800000000000001,2,1.0,0.1,0.1,True
4.800000000000001,3,1.0,0.1,0.1,True
4.800000000000001,4,1.0,0.1,0.1,True
4.800000000000001,5,1.0,0.1,0.1,True
4.800000000000001,6,1.0,0.1,0.1,True
4.800000000000001,7,1.0,0.1,0.1,True
4.800000000000001,8,1.0,0.1,0.1,True
4.800000000000001,9,1.0,0.1,0.1,True
4.8500000000000005,1,1.0,0.1,0.1,True
4.8500000000000005,1,2.0,0.367,0.07,False
4.8500000000000005,1,3.0,0.816,0.02,True
4.8500000000000005,2,1.0,0.1,0.1,True
4.8500000000000005,3,1.0,0.1,0.1,True
4.8500000000000005,4,1.0,0.1,0.1,True
4.8500000000000005,5,1.0,0.1,0.1,True
4.8500000000000005,6,1.0,0.1,0.1,True
4.8500000000000005,7,1.0,0.1,0.1,True
4.8500000000000005,8,1.0,0.1,0.1,True
4.8500000000000005,9,1.0,0.1,0.1,True
4.9,1,1.0,0.1,0.1,True
4.9,1,2.0,0.345,0.073,False
4.9,1,3.0,0.833,0.019,True
4.9,2,1.0,0.1,0.1,True
4.9,3,1.0,0.1,0.1,True
4.9,4,1.0,0.1,0.1,True
4.9,5,1.0,0.1,0.1,True
4.9,6,1.0,0.1,0.1,True
4.9,7,1.0,0.1,0.1,True
4.9,8,1.0,0.1,0.1,True
4.9,9,1.0,0.1,0.1,True
4.95,1,1.0,0.1,0.1,True
4.95,1,2.0,0.325,0.075,False
4.95,1,3.0,0.848,0.017,True
4.95,2,1.0,0.1,0.1,True
4.95,3,1.0,0.1,0.1,True
4.95,4,1.0,0.1,0.1,True
4.95,5,1.0,0.1,0.1,True
4.95,6,1.0,0.1,0.1,True
4.95,7,1.0,0.1,0.1,True
4.95,8,1.0,0.1,0.1,True
4.95,9,1.0,0.1,0.1,True
5.0,1,1.0,0.1,0.1,True
5.0,1,2.0,0.307,0.077,False
5.0,1,3.0,0.86,0.016,True
5.0,2,1.0,0.1,0.1,True
5.0,3,1.0,0.1,0.1,True
5.0,4,1.0,0.1,0.1,True
5.0,5,1.0,0.1,0.1,True
5.0,6,1.0,0.1,0.1,True
5.0,7,1.0,0.1,0.1,True
5.0,8,1.0,0.1,0.1,True
5.0,9,1.0,0.1,0.1,True
5.050000000000001,1,1.0,0.1,0.1,True
5.050000000000001,1,2.0,0.291,0.079,False
5.050000000000001,1,3.0,0.871,0.014,True
5.050000000000001,2,1.0,0.1,0.1,True
5.050000000000001,3,1.0,0.1,0.1,True
5.050000000000001,4,1.0,0.1,0.1,True
5.050000000000001,5,1.0,0.1,0.1,True
5.050000000000001,6,1.0,0.1,0.1,True
5.050000000000001,7,1.0,0.1,0.1,True
5.050000000000001,8,1.0,0.1,0.1,True
5.050000000000001,9,1.0,0.1,0.1,True
5.1000000000000005,1,1.0,0.1,0.1,True
5.1000000000000005,1,2.0,0.276,0.08,False
5.1000000000000005,1,3.0,0.881,0.013,True
5.1000000000000005,2,1.0,0.1,0.1,True
5.1000000000000005,3,1.0,0.1,0.1,True
5.1000000000000005,4,1.0,0.1,0.1,True
5.1000000000000005,5,1.0,0.1,0.1,True
5.1000000000000005,6,1.0,0.1,0.1,True
5.1000000000000005,7,1.0,0.1,0.1,True
5.1000000000000005,8,1.0,0.1,0.1,True
5.1000000000000005,9,1.0,0.1,0.1,True
5.15,1,1.0,0.1,0.1,True
5.15,1,2.0,0.262,0.082,False
5.15,1,3.0,0.89,0.012,True
5.15,2,1.0,0.1,0.1,True
5.15,3,1.0,0.1,0.1,True
5.15,4,1.0,0.1,0.1,True
5.15,5,1.0,0.1,0.1,True
5.15,6,1.0,0.1,0.1,True
5.15,7,1.0,0.1,0.1,True
5.15,8,1.0,0.1,0.1,True
5.15,9,1.0,0.1,0.1,True
5.2,1,1.0,0.1,0.1,True
5.2,1,2.0,0.25,0.083,False
5.2,1,3.0,0.898,0.011,True
5.2,2,1.0,0.1,0.1,True
5.2,3,1.0,0.1,0.1,True
5.2,4,1.0,0.1,0.1,True
5.2,5,1.0,0.1,0.1,True
5.2,6,1.0,0.1,0.1,True
5.2,7,1.0,0.1,0.1,True
5.2,8,1.0,0.1,0.1,True
5.2,9,1.0,0.1,0.1,True
5.25,1,1.0,0.1,0.1,True
5.25,1,2.0,0.238,0.085,False
5.25,1,3.0,0.906,0.01,True
5.25,2,1.0,0.1,0.1,True
5.25,3,1.0,0.1,0.1,True
5.25,4,1.0,0.1,0.1,True
5.25,5,1.0,0.1,0.1,True
5.25,6,1.0,0.1,0.1,True
5.25,7,1.0,0.1,0.1,True
5.25,8,1.0,0.1,0.1,True
5.25,9,1.0,0.1,0.1,True
5.300000000000001,1,1.0,0.1,0.1,True
5.300000000000001,1,2.0,0.227,0.086,False
5.300000000000001,1,3.0,0.912,0.01,True
5.300000000000001,2,1.0,0.1,0.1,True
5.300000000000001,3,1.0,0.1,0.1,True
5.300000000000001,4,1.0,0.1,0.1,True
5.300000000000001,5,1.0,0.1,0.1,True
5.300000000000001,6,1.0,0.1,0.1,True
5.300000000000001,7,1.0,0.1,0.1,True
5.300000000000001,8,1.0,0.1,0.1,True
5.300000000000001,9,1.0,0.1,0.1,True
5.3500000000000005,1,1.0,0.1,0.1,True
5.3500000000000005,1,2.0,0.217,0.087,False
5.3500000000000005,1,3.0,0.918,0.009,True
5.3500000000000005,2,1.0,0.1,0.1,True
5.3500000000000005,3,1.0,0.1,0.1,True
5.3500000000000005,4,1.0,0.1,0.1,True
5.3500000000000005,5,1.0,0.1,0.1,True
5.3500000000000005,6,1.0,0.1,0.1,True
5.3500000000000005,7,1.0,0.1,0.1,True
5.3500000000000005,8,1.0,0.1,0.1,True
5.3500000000000005,9,1.0,0.1,0.1,True
5.4,1,1.0,0.1,0.1,True
5.4,1,2.0,0.207,0.088,False
5.4,1,3.0,0.924,0.008,True
5.4,2,1.0,0.1,0.1,True
5.4,3,1.0,0.1,0.1,True
5.4,4,1.0,0.1,0.1,True
5.4,5,1.0,0.1,0.1,True
5.4,6,1.0,0.1,0.1,True
5.4,7,1.0,0.1,0.1,True
5.4,8,1.0,0.1,0.1,True
5.4,9,1.0,0.1,0.1,True
5.45,1,1.0,0.1,0.1,True
5.45,1,2.0,0.198,0.089,False
5.45,1,3.0,0.929,0.008,True
5.45,2,1.0,0.1,0.1,True
5.45,3,1.0,0.1,0.1,True
5.45,4,1.0,0.1,0.1,True
5.45,5,1.0,0.1,0.1,True
5.45,6,1.0,0.1,0.1,True
5.45,7,1.0,0.1,0.1,True
5.45,8,1.0,0.1,0.1,True
5.45,9,1.0,0.1,0.1,True
5.5,1,1.0,0.1,0.1,True
5.5,1,2.0,0.19,0.09,False
5.5,1,3.0,0.934,0.007,True
5.5,2,1.0,0.1,0.1,True
5.5,3,1.0,0.1,0.1,True
5.5,4,1.0,0.1,0.1,True
5.5,5,1.0,0.1,0.1,True
5.5,6,1.0,0.1,0.1,True
5.5,7,1.0,0.1,0.1,True
5.5,8,1.0,0.1,0.1,True
5.5,9,1.0,0.1,0.1,True
5.550000000000001,1,1.0,0.1,0.1,True
5.550000000000001,1,2.0,0.182,0.091,False
5.550000000000001,1,3.0,0.938,0.007,True
5.550000000000001,2,1.0,0.1,0.1,True
5.550000000000001,2,2.0,0.246,0.063,False
5.550000000000001,2,3.0,0.321,0.045,False
5.550000000000001,3,1.0,0.1,0.1,True
5.550000000000001,4,1.0,0.1,0.1,True
5.550000000000001,5,1.0,0.1,0.1,True
5.550000000000001,6,1.0,0.1,0.1,True
5.550000000000001,7,1.0,0.1,0.1,True
5.550000000000001,8,1.0,0.1,0.1,True
5.550000000000001,9,1.0,0.1,0.1,True
5.6000000000000005,1,1.0,0.1,0.1,True
5.6000000000000005,1,2.0,0.174,0.092,False
5.6000000000000005,1,3.0,0.942,0.006,True
5.6000000000000005,2,1.0,0.1,0.1,True
5.6000000000000005,2,2.0,0.22,0.07,False
5.6000000000000005,2,3.0,0.345,0.039,False
5.6000000000000005,3,1.0,0.1,0.1,True
5.6000000000000005,4,1.0,0.1,0.1,True
5.6000000000000005,5,1.0,0.1,0.1,True
5.6000000000000005,6,1.0,0.1,0.1,True
5.6000000000000005,7,1.0,0.1,0.1,True
5.6000000000000005,8,1.0,0.1,0.1,True
5.6000000000000005,9,1.0,0.1,0.1,True
5.65,1,1.0,0.1,0.1,True
5.65,1,2.0,0.167,0.093,False
5.65,1,3.0,0.946,0.006,True
5.65,2,1.0,0.1,0.1,True
5.65,2,2.0,0.202,0.074,False
5.65,2,3.0,0.362,0.035,False
5.65,3,1.0,0.1,0.1,True
5.65,4,1.0,0.1,0.1,True
5.65,5,1.0,0.1,0.1,True
5.65,6,1.0,0.1,0.1,True
5.65,7,1.0,0.1,0.1,True
5.65,8,1.0,0.1,0.1,True
5.65,9,1.0,0.1,0.1,True
5.7,1,1.0,0.1,0.1,True
5.7,1,2.0,0.161,0.093,False
5.7,1,3.0,0.949,0.006,True
5.7,2,1.0,0.1,0.1,True
5.7,2,2.0,0.188,0.078,False
5.7,2,3.0,0.374,0.032,False
5.7,3,1.0,0.1,0.1,True
5.7,4,1.0,0.1,0.1,True
5.7,5,1.0,0.1,0.1,True
5.7,6,1.0,0.1,0.1,True
5.7,7,1.0,0.1,0.1,True
5.7,8,1.0,0.1,0.1,True
5.7,9,1.0,0.1,0.1,True
5.75,1,1.0,0.1,0.1,True
5.75,1,2.0,0.154,0.094,False
5.75,1,3.0,0.952,0.005,True
5.75,2,1.0,0.1,0.1,True
5.75,2,2.0,0.176,0.081,False
5.75,2,3.0,0.384,0.029,False
5.75,3,1.0,0.1,0.1,True
5.75,4,1.0,0.1,0.1,True
5.75,5,1.0,0.1,0.1,True
5.75,6,1.0,0.1,0.1,True
5.75,7,1.0,0.1,0.1,True
5.75,8,1.0,0.1,0.1,True
5.75,9,1.0,0.1,0.1,True
5.800000000000001,1,1.0,0.1,0.1,True
5.800000000000001,1,2.0,0.148,0.095,False
5.800000000000001,1,3.0,0.955,0.005,True
5.800000000000001,2,1.0,0.1,0.1,True
5.800000000000001,2,2.0,0.166,0.083,False
5.800000000000001,2,3.0,0.393,0.027,False
5.800000000000001,3,1.0,0.1,0.1,True
5.800000000000001,4,1.0,0.1,0.1,True
5.800000000000001,5,1.0,0.1,0.1,True
5.800000000000001,6,1.0,0.1,0.1,True
5.800000000000001,7,1.0,0.1,0.1,True
5.800000000000001,8,1.0,0.1,0.1,True
5.800000000000001,9,1.0,0.1,0.1,True
5.8500000000000005,1,1.0,0.1,0.1,True
5.8500000000000005,1,2.0,0.142,0.095,False
5.8500000000000005,1,3.0,0.958,0.005,True
5.8500000000000005,2,1.0,0.1,0.1,True
5.8500000000000005,2,2.0,0.157,0.086,False
5.8500000000000005,2,3.0,0.401,0.025,False
5.8500000000000005,3,1.0,0.1,0.1,True
5.8500000000000005,4,1.0,0.1,0.1,True
5.8500000000000005,5,1.0,0.1,0.1,True
5.8500000000000005,6,1.0,0.1,0.1,True
5.8500000000000005,7,1.0,0.1,0.1,True
5.8500000000000005,8,1.0,0.1,0.1,True
5.8500000000000005,9,1.0,0.1,0.1,True
5.9,1,1.0,0.1,0.1,True
5.9,1,2.0,0.137,0.096,False
5.9,1,3.0,0.961,0.004,True
5.9,2,1.0,0.1,0.1,True
5.9,2,2.0,0.149,0.088,False
5.9,2,3.0,0.407,0.023,False
5.9,3,1.0,0.1,0.1,True
5.9,4,1.0,0.1,0.1,True
5.9,5,1.0,0.1,0.1,True
5.9,6,1.0,0.1,0.1,True
5.9,7,1.0,0.1,0.1,True
5.9,8,1.0,0.1,0.1,True
5.9,9,1.0,0.1,0.1,True
5.95,1,1.0,0.1,0.1,True
5.95,1,2.0,0.132,0.096,False
5.95,1,3.0,0.963,0.004,True
5.95,2,1.0,0.1,0.1,True
5.95,2,2.0,0.141,0.09,False
5.95,2,3.0,0.414,0.022,False
5.95,3,1.0,0.1,0.1,True
5.95,4,1.0,0.1,0.1,True
5.95,5,1.0,0.1,0.1,True
5.95,6,1.0,0.1,0.1,True
5.95,7,1.0,0.1,0.1,True
5.95,8,1.0,0.1,0.1,True
5.95,9,1.0,0.1,0.1,True
6.0,1,1.0,0.1,0.1,True
6.0,1,2.0,0.127,0.097,False
6.0,1,3.0,0.965,0.004,True
6.0,2,1.0,0.1,0.1,True
6.0,2,2.0,0.134,0.091,False
6.0,2,3.0,0.419,0.02,False
6.0,3,1.0,0.1,0.1,True
6.0,4,1.0,0.1,0.1,True
6.0,5,1.0,0.1,0.1,True
6.0,6,1.0,0.1,0.1,True
6.0,7,1.0,0.1,0.1,True
6.0,8,1.0,0.1,0.1,True
6.0,9,1.0,0.1,0.1,True
6.050000000000001,1,1.0,0.1,0.1,True
6.050000000000001,1,2.0,0.122,0.098,False
6.050000000000001,1,3.0,0.967,0.004,True
6.050000000000001,2,1.0,0.1,0.1,True
6.050000000000001,2,2.0,0.128,0.093,False
6.050000000000001,2,3.0,0.424,0.019,False
6.050000000000001,3,1.0,0.1,0.1,True
6.050000000000001,3,2.0,0.148,0.079,False
6.050000000000001,3,3.0,0.213,0.052,False
6.050000000000001,4,1.0,0.1,0.1,True
6.050000000000001,5,1.0,0.1,0.1,True
6.050000000000001,6,1.0,0.1,0.1,True
6.050000000000001,7,1.0,0.1,0.1,True
6.050000000000001,8,1.0,0.1,0.1,True
6.050000000000001,9,1.0,0.1,0.1,True
6.1000000000000005,1,1.0,0.1,0.1,True
6.1000000000000005,1,2.0,0.118,0.098,False
6.1000000000000005,1,3.0,0.969,0.003,True
6.1000000000000005,2,1.0,0.1,0.1,True
6.1000000000000005,2,2.0,0.122,0.095,False
6.1000000000000005,2,3.0,0.429,0.018,False
6.1000000000000005,3,1.0,0.1,0.1,True
6.1000000000000005,3,2.0,0.134,0.085,False
6.1000000000000005,3,3.0,0.226,0.046,False
6.1000000000000005,4,1.0,0.1,0.1,True
6.1000000000000005,5,1.0,0.1,0.1,True
6.1000000000000005,6,1.0,0.1,0.1,True
6.1000000000000005,7,1.0,0.1,0.1,True
6.1000000000000005,8,1.0,0.1,0.1,True
6.1000000000000005,9,1.0,0.1,0.1,True
6.15,1,1.0,0.1,0.1,True
6.15,1,2.0,0.113,0.099,False
6.15,1,3.0,0.971,0.003,True
6.15,2,1.0,0.1,0.1,True
6.15,2,2.0,0.116,0.096,False
6.15,2,3.0,0.433,0.017,False
6.15,3,1.0,0.1,0.1,True
6.15,3,2.0,0.124,0.09,False
6.15,3,3.0,0.235,0.042,False
6.15,4,1.0,0.1,0.1,True
6.15,5,1.0,0.1,0.1,True
6.15,6,1.0,0.1,0.1,True
6.15,7,1.0,0.1,0.1,True
6.15,8,1.0,0.1,0.1,True
6.15,9,1.0,0.1,0.1,True
6.2,1,1.0,0.1,0.1,True
6.2,1,2.0,0.109,0.099,False
6.2,1,3.0,0.973,0.003,True
6.2,2,1.0,0.1,0.1,True
6.2,2,2.0,0.111,0.097,False
6.2,2,3.0,0.437,0.016,False
6.2,3,1.0,0.1,0.1,True
6.2,3,2.0,0.116,0.093,False
6.2,3,3.0,0.243,0.039,False
6.2,4,1.0,0.1,0.1,True
6.2,5,1.0,0.1,0.1,True
6.2,6,1.0,0.1,0.1,True
6.2,7,2.0,0.116,0.093,False
6.2,7,1.0,0.1,0.1,True
6.2,8,2.0,0.111,0.097,False
6.2,8,1.0,0.1,0.1,True
6.2,9,2.0,0.109,0.099,False
6.2,9,1.0,0.1,0.1,True
6.25,1,1.0,0.1,0.1,True
6.25,1,2.0,0.105,0.099,False
6.25,1,3.0,0.974,0.003,True
6.25,2,1.0,0.1,0.1,True
6.25,2,2.0,0.107,0.098,False
6.25,2,3.0,0.44,0.015,False
6.25,3,1.0,0.1,0.1,True
6.25,3,2.0,0.109,0.096,False
6.25,3,3.0,0.249,0.036,False
6.25,4,1.0,0.1,0.1,True
6.25,4,2.0,0.125,0.084,False
6.25,4,3.0,0.136,0.076,False
6.25,5,1.0,0.1,0.1,True
6.25,6,2.0,0.125,0.084,False
6.25,6,1.0,0.1,0.1,True
6.25,7,2.0,0.109,0.096,False
6.25,7,1.0,0.1,0.1,True
6.25,8,2.0,0.107,0.098,False
6.25,8,1.0,0.1,0.1,True
6.25,9,2.0,0.105,0.099,True
6.25,9,1.0,0.1,0.1,True
6.300000000000001,1,1.0,0.1,0.1,True
6.300000000000001,1,2.0,0.102,0.1,False
6.300000000000001,1,3.0,0.976,0.003,True
6.300000000000001,2,1.0,0.1,0.1,True
6.300000000000001,2,2.0,0.102,0.099,False
6.300000000000001,2,3.0,0.444,0.014,False
6.300000000000001,3,1.0,0.1,0.1,True
6.300000000000001,3,2.0,0.103,0.099,False
6.300000000000001,3,3.0,0.255,0.034,False
6.300000000000001,4,1.0,0.1,0.1,True
6.300000000000001,4,2.0,0.105,0.097,False
6.300000000000001,4,3.0,0.155,0.064,False
6.300000000000001,5,1.0,0.1,0.1,True
6.300000000000001,6,2.0,0.105,0.097,False
6.300000000000001,6,1.0,0.1,0.1,True
6.300000000000001,7,2.0,0.103,0.099,False
6.300000000000001,7,1.0,0.1,0.1,True
6.300000000000001,8,2.0,0.102,0.099,False
6.300000000000001,8,1.0,0.1,0.1,True
6.300000000000001,9,2.0,0.102,0.1,False
6.300000000000001,9,1.0,0.1,0.1,True
6.3500000000000005,1,1.0,0.1,0.098,False
6.3500000000000005,1,2.0,0.1,0.1,False
6.3500000000000005,1,3.0,0.977,0.003,True
6.3500000000000005,2,2.0,0.101,0.098,False
6.3500000000000005,2,1.0,0.1,0.1,False
6.3500000000000005,2,3.0,0.447,0.013,False
6.3500000000000005,3,2.0,0.101,0.097,False
6.3500000000000005,3,1.0,0.1,0.1,False
6.3500000000000005,3,3.0,0.26,0.032,False
6.3500000000000005,4,2.0,0.103,0.096,False
6.3500000000000005,4,1.0,0.1,0.1,False
6.3500000000000005,4,3.0,0.164,0.057,False
