beta,n_1,s_1,s_2,group,stable
17.8,1,0.316,0.316,1.0,False
17.8,1,1.0,0.0,2.0,True
17.8,2,0.316,0.316,1.0,False
17.8,2,0.707,0.0,2.0,False
17.8,3,0.316,0.316,1.0,False
17.8,3,0.577,0.0,2.0,False
17.8,4,0.316,0.316,1.0,False
17.8,4,0.5,0.0,2.0,False
17.8,5,0.316,0.316,1.0,False
17.8,5,0.447,0.0,2.0,False
17.84,1,0.316,0.316,1.0,False
17.84,1,1.0,0.0,2.0,True
17.84,2,0.316,0.316,1.0,False
17.84,2,0.707,0.0,2.0,False
17.84,3,0.316,0.316,1.0,False
17.84,3,0.577,0.0,2.0,False
17.84,4,0.316,0.316,1.0,False
17.84,4,0.5,0.0,2.0,False
17.84,5,0.316,0.316,1.0,False
17.84,5,0.447,0.0,2.0,False
17.88,1,0.316,0.316,1.0,False
17.88,1,1.0,0.0,2.0,True
17.88,2,0.316,0.316,1.0,False
17.88,2,0.707,0.0,2.0,False
17.88,3,0.316,0.316,1.0,False
17.88,3,0.577,0.0,2.0,False
17.88,4,0.316,0.316,1.0,False
17.88,4,0.5,0.0,2.0,False
17.88,5,0.316,0.316,1.0,False
17.88,5,0.447,0.0,2.0,False
17.92,1,0.316,0.316,1.0,False
17.92,1,1.0,0.0,2.0,True
17.92,2,0.316,0.316,1.0,False
17.92,2,0.707,0.0,2.0,False
17.92,3,0.316,0.316,1.0,False
17.92,3,0.577,0.0,2.0,False
17.92,4,0.316,0.316,1.0,False
17.92,4,0.5,0.0,2.0,False
17.92,5,0.316,0.316,1.0,False
17.92,5,0.447,0.0,2.0,False
17.96,1,0.316,0.316,1.0,False
17.96,1,1.0,0.0,2.0,True
17.96,2,0.316,0.316,1.0,False
17.96,2,0.707,0.0,2.0,False
17.96,3,0.316,0.316,1.0,False
17.96,3,0.577,0.0,2.0,False
17.96,4,0.316,0.316,1.0,False
17.96,4,0.5,0.0,2.0,False
17.96,5,0.316,0.316,1.0,False
17.96,5,0.447,0.0,2.0,False
18.0,1,0.316,0.316,1.0,False
18.0,1,1.0,0.0,2.0,True
18.0,2,0.316,0.316,1.0,False
18.0,2,0.707,0.0,2.0,False
18.0,3,0.316,0.316,1.0,False
18.0,3,0.577,0.0,2.0,False
18.0,4,0.316,0.316,1.0,False
18.0,4,0.5,0.0,2.0,False
18.0,5,0.316,0.316,1.0,False
18.0,5,0.447,0.0,2.0,False
18.04,1,0.316,0.316,1.0,False
18.04,1,1.0,0.0,2.0,True
18.04,2,0.316,0.316,1.0,False
18.04,2,0.707,0.0,2.0,False
18.04,3,0.316,0.316,1.0,False
18.04,3,0.577,0.0,2.0,False
18.04,4,0.316,0.316,1.0,False
18.04,4,0.5,0.0,2.0,False
18.04,5,0.316,0.316,1.0,False
18.04,5,0.447,0.0,2.0,False
18.080000000000002,1,0.316,0.316,1.0,False
18.080000000000002,1,1.0,0.0,2.0,True
18.080000000000002,2,0.316,0.316,1.0,False
18.080000000000002,2,0.707,0.0,2.0,False
18.080000000000002,3,0.316,0.316,1.0,False
18.080000000000002,3,0.577,0.0,2.0,False
18.080000000000002,4,0.316,0.316,1.0,False
18.080000000000002,4,0.5,0.0,2.0,False
18.080000000000002,5,0.316,0.316,1.0,False
18.080000000000002,5,0.447,0.0,2.0,False
18.12,1,0.316,0.316,1.0,False
18.12,1,1.0,0.0,2.0,True
18.12,2,0.316,0.316,1.0,False
18.12,2,0.707,0.0,2.0,False
18.12,3,0.316,0.316,1.0,False
18.12,3,0.577,0.0,2.0,False
18.12,4,0.316,0.316,1.0,False
18.12,4,0.5,0.0,2.0,False
18.12,5,0.316,0.316,1.0,False
18.12,5,0.447,0.0,2.0,False
18.16,1,0.316,0.316,1.0,False
18.16,1,1.0,0.0,2.0,True
18.16,2,0.316,0.316,1.0,False
18.16,2,0.707,0.0,2.0,False
18.16,3,0.316,0.316,1.0,False
18.16,3,0.577,0.0,2.0,False
18.16,4,0.316,0.316,1.0,False
18.16,4,0.5,0.0,2.0,False
18.16,5,0.316,0.316,1.0,False
18.16,5,0.447,0.0,2.0,False
18.2,1,0.316,0.316,1.0,False
18.2,1,1.0,0.0,2.0,True
18.2,2,0.316,0.316,1.0,False
18.2,2,0.707,0.0,2.0,False
18.2,3,0.316,0.316,1.0,False
18.2,3,0.577,0.0,2.0,False
18.2,4,0.316,0.316,1.0,False
18.2,4,0.5,0.0,2.0,False
18.2,5,0.316,0.316,1.0,False
18.2,5,0.447,0.0,2.0,False
18.240000000000002,1,0.316,0.316,1.0,False
18.240000000000002,1,1.0,0.0,2.0,True
18.240000000000002,2,0.316,0.316,1.0,False
18.240000000000002,2,0.707,0.0,2.0,False
18.240000000000002,3,0.316,0.316,1.0,False
18.240000000000002,3,0.577,0.0,2.0,False
18.240000000000002,4,0.316,0.316,1.0,False
18.240000000000002,4,0.5,0.0,2.0,False
18.240000000000002,5,0.316,0.316,1.0,False
18.240000000000002,5,0.447,0.0,2.0,False
18.28,1,0.316,0.316,1.0,False
18.28,1,1.0,0.0,2.0,True
18.28,2,0.316,0.316,1.0,False
18.28,2,0.707,0.0,2.0,False
18.28,3,0.316,0.316,1.0,False
18.28,3,0.577,0.0,2.0,False
18.28,4,0.316,0.316,1.0,False
18.28,4,0.5,0.0,2.0,False
18.28,5,0.316,0.316,1.0,False
18.28,5,0.447,0.0,2.0,False
18.32,1,0.316,0.316,1.0,False
18.32,1,1.0,0.0,2.0,True
18.32,2,0.316,0.316,1.0,False
18.32,2,0.707,0.0,2.0,False
18.32,3,0.316,0.316,1.0,False
18.32,3,0.577,0.0,2.0,False
18.32,4,0.316,0.316,1.0,False
18.32,4,0.5,0.0,2.0,False
18.32,5,0.316,0.316,1.0,False
18.32,5,0.447,0.0,2.0,False
18.36,1,0.316,0.316,1.0,False
18.36,1,1.0,0.0,2.0,True
18.36,2,0.316,0.316,1.0,False
18.36,2,0.707,0.0,2.0,False
18.36,3,0.316,0.316,1.0,False
18.36,3,0.577,0.0,2.0,False
18.36,4,0.316,0.316,1.0,False
18.36,4,0.5,0.0,2.0,False
18.36,5,0.316,0.316,1.0,False
18.36,5,0.447,0.0,2.0,False
18.400000000000002,1,0.316,0.316,1.0,False
18.400000000000002,1,1.0,0.0,2.0,True
18.400000000000002,2,0.316,0.316,1.0,False
18.400000000000002,2,0.707,0.0,2.0,False
18.400000000000002,3,0.316,0.316,1.0,False
18.400000000000002,3,0.577,0.0,2.0,False
18.400000000000002,4,0.316,0.316,1.0,False
18.400000000000002,4,0.5,0.0,2.0,False
18.400000000000002,5,0.316,0.316,1.0,False
18.400000000000002,5,0.447,0.0,2.0,False
18.44,1,0.316,0.316,1.0,False
18.44,1,1.0,0.0,2.0,True
18.44,2,0.316,0.316,1.0,False
18.44,2,0.707,0.0,2.0,False
18.44,3,0.316,0.316,1.0,False
18.44,3,0.577,0.0,2.0,False
18.44,4,0.316,0.316,1.0,False
18.44,4,0.5,0.0,2.0,False
18.44,5,0.316,0.316,1.0,False
18.44,5,0.447,0.0,2.0,False
18.48,1,0.316,0.316,1.0,False
18.48,1,1.0,0.0,2.0,True
18.48,2,0.316,0.316,1.0,False
18.48,2,0.707,0.0,2.0,False
18.48,3,0.316,0.316,1.0,False
18.48,3,0.577,0.0,2.0,False
18.48,4,0.316,0.316,1.0,False
18.48,4,0.5,0.0,2.0,False
18.48,5,0.316,0.316,1.0,False
18.48,5,0.447,0.0,2.0,False
18.52,1,0.316,0.316,1.0,False
18.52,1,1.0,0.0,2.0,True
18.52,2,0.316,0.316,1.0,False
18.52,2,0.707,0.0,2.0,False
18.52,3,0.316,0.316,1.0,False
18.52,3,0.577,0.0,2.0,False
18.52,4,0.316,0.316,1.0,False
18.52,4,0.5,0.0,2.0,False
18.52,5,0.316,0.316,1.0,False
18.52,5,0.447,0.0,2.0,False
18.56,1,0.316,0.316,1.0,False
18.56,1,1.0,0.0,2.0,True
18.56,2,0.316,0.316,1.0,False
18.56,2,0.707,0.0,2.0,False
18.56,3,0.316,0.316,1.0,False
18.56,3,0.577,0.0,2.0,False
18.56,4,0.316,0.316,1.0,False
18.56,4,0.5,0.0,2.0,False
18.56,5,0.316,0.316,1.0,False
18.56,5,0.447,0.0,2.0,False
18.6,1,0.316,0.316,1.0,False
18.6,1,1.0,0.0,2.0,True
18.6,2,0.316,0.316,1.0,False
18.6,2,0.707,0.0,2.0,False
18.6,3,0.316,0.316,1.0,False
18.6,3,0.577,0.0,2.0,False
18.6,4,0.316,0.316,1.0,False
18.6,4,0.5,0.0,2.0,False
18.6,5,0.316,0.316,1.0,False
18.6,5,0.447,0.0,2.0,False
18.64,1,0.316,0.316,1.0,False
18.64,1,1.0,0.0,2.0,True
18.64,2,0.316,0.316,1.0,False
18.64,2,0.707,0.0,2.0,False
18.64,3,0.316,0.316,1.0,False
18.64,3,0.577,0.0,2.0,False
18.64,4,0.316,0.316,1.0,False
18.64,4,0.5,0.0,2.0,False
18.64,5,0.316,0.316,1.0,False
18.64,5,0.447,0.0,2.0,False
18.68,1,0.316,0.316,1.0,False
18.68,1,1.0,0.0,2.0,True
18.68,2,0.316,0.316,1.0,False
18.68,2,0.707,0.0,2.0,False
18.68,3,0.316,0.316,1.0,False
18.68,3,0.577,0.0,2.0,False
18.68,4,0.316,0.316,1.0,False
18.68,4,0.5,0.0,2.0,False
18.68,5,0.316,0.316,1.0,False
18.68,5,0.447,0.0,2.0,False
18.72,1,0.316,0.316,1.0,False
18.72,1,1.0,0.0,2.0,True
18.72,2,0.316,0.316,1.0,False
18.72,2,0.707,0.0,2.0,False
18.72,3,0.316,0.316,1.0,False
18.72,3,0.577,0.0,2.0,False
18.72,4,0.316,0.316,1.0,False
18.72,4,0.5,0.0,2.0,False
18.72,5,0.316,0.316,1.0,False
18.72,5,0.447,0.0,2.0,False
18.76,1,0.316,0.316,1.0,False
18.76,1,1.0,0.0,2.0,True
18.76,2,0.316,0.316,1.0,False
18.76,2,0.707,0.0,2.0,False
18.76,3,0.316,0.316,1.0,False
18.76,3,0.577,0.0,2.0,False
18.76,4,0.316,0.316,1.0,False
18.76,4,0.5,0.0,2.0,False
18.76,5,0.316,0.316,1.0,False
18.76,5,0.447,0.0,2.0,False
18.8,1,0.316,0.316,1.0,False
18.8,1,1.0,0.0,2.0,True
18.8,2,0.316,0.316,1.0,False
18.8,2,0.707,0.0,2.0,False
18.8,3,0.316,0.316,1.0,False
18.8,3,0.577,0.0,2.0,False
18.8,4,0.316,0.316,1.0,False
18.8,4,0.5,0.0,2.0,False
18.8,5,0.316,0.316,1.0,False
18.8,5,0.447,0.0,2.0,False
18.84,1,0.316,0.316,1.0,False
18.84,1,1.0,0.0,2.0,True
18.84,2,0.316,0.316,1.0,False
18.84,2,0.707,0.0,2.0,False
18.84,3,0.316,0.316,1.0,False
18.84,3,0.577,0.0,2.0,False
18.84,4,0.316,0.316,1.0,False
18.84,4,0.5,0.0,2.0,False
18.84,5,0.316,0.316,1.0,False
18.84,5,0.447,0.0,2.0,False
18.88,1,0.316,0.316,1.0,False
18.88,1,1.0,0.0,2.0,True
18.88,2,0.316,0.316,1.0,False
18.88,2,0.707,0.0,2.0,False
18.88,3,0.316,0.316,1.0,False
18.88,3,0.577,0.0,2.0,False
18.88,4,0.316,0.316,1.0,False
18.88,4,0.5,0.0,2.0,False
18.88,5,0.316,0.316,1.0,False
18.88,5,0.447,0.0,2.0,False
18.92,1,0.316,0.316,1.0,False
18.92,1,1.0,0.0,2.0,True
18.92,2,0.316,0.316,1.0,False
18.92,2,0.707,0.0,2.0,False
18.92,3,0.316,0.316,1.0,False
18.92,3,0.577,0.0,2.0,False
18.92,4,0.316,0.316,1.0,False
18.92,4,0.5,0.0,2.0,False
18.92,5,0.316,0.316,1.0,False
18.92,5,0.447,0.0,2.0,False
18.96,1,0.316,0.316,1.0,False
18.96,1,1.0,0.0,2.0,True
18.96,2,0.316,0.316,1.0,False
18.96,2,0.707,0.0,2.0,False
18.96,3,0.316,0.316,1.0,False
18.96,3,0.577,0.0,2.0,False
18.96,4,0.316,0.316,1.0,False
18.96,4,0.5,0.0,2.0,False
18.96,5,0.316,0.316,1.0,False
18.96,5,0.447,0.0,2.0,False
19.0,1,0.316,0.316,1.0,False
19.0,1,1.0,0.0,2.0,True
19.0,2,0.316,0.316,1.0,False
19.0,2,0.707,0.0,2.0,False
19.0,3,0.316,0.316,1.0,False
19.0,3,0.577,0.0,2.0,False
19.0,4,0.316,0.316,1.0,False
19.0,4,0.5,0.0,2.0,False
19.0,5,0.316,0.316,1.0,False
19.0,5,0.447,0.0,2.0,False
19.04,1,0.316,0.316,1.0,False
19.04,1,1.0,0.0,2.0,True
19.04,2,0.316,0.316,1.0,False
19.04,2,0.707,0.0,2.0,False
19.04,3,0.316,0.316,1.0,False
19.04,3,0.577,0.0,2.0,False
19.04,4,0.316,0.316,1.0,False
19.04,4,0.5,0.0,2.0,False
19.04,5,0.316,0.316,1.0,False
19.04,5,0.447,0.0,2.0,False
19.080000000000002,1,0.316,0.316,1.0,False
19.080000000000002,1,1.0,0.0,2.0,True
19.080000000000002,2,0.316,0.316,1.0,False
19.080000000000002,2,0.707,0.0,2.0,False
19.080000000000002,3,0.316,0.316,1.0,False
19.080000000000002,3,0.577,0.0,2.0,False
19.080000000000002,4,0.316,0.316,1.0,False
19.080000000000002,4,0.5,0.0,2.0,False
19.080000000000002,5,0.316,0.316,1.0,False
19.080000000000002,5,0.447,0.0,2.0,False
19.12,1,0.316,0.316,1.0,False
19.12,1,1.0,0.0,2.0,True
19.12,2,0.316,0.316,1.0,False
19.12,2,0.707,0.0,2.0,False
19.12,3,0.316,0.316,1.0,False
19.12,3,0.577,0.0,2.0,False
19.12,4,0.316,0.316,1.0,False
19.12,4,0.5,0.0,2.0,False
19.12,5,0.316,0.316,1.0,False
19.12,5,0.447,0.0,2.0,False
19.16,1,0.316,0.316,1.0,False
19.16,1,1.0,0.0,2.0,True
19.16,2,0.316,0.316,1.0,False
19.16,2,0.707,0.0,2.0,False
19.16,3,0.316,0.316,1.0,False
19.16,3,0.577,0.0,2.0,False
19.16,4,0.316,0.316,1.0,False
19.16,4,0.5,0.0,2.0,False
19.16,5,0.316,0.316,1.0,False
19.16,5,0.447,0.0,2.0,False
19.2,1,0.316,0.316,1.0,False
19.2,1,1.0,0.0,2.0,True
19.2,2,0.316,0.316,1.0,False
19.2,2,0.707,0.0,2.0,False
19.2,3,0.316,0.316,1.0,False
19.2,3,0.577,0.0,2.0,False
19.2,4,0.316,0.316,1.0,False
19.2,4,0.5,0.0,2.0,False
19.2,5,0.316,0.316,1.0,False
19.2,5,0.447,0.0,2.0,False
19.240000000000002,1,0.316,0.316,1.0,False
19.240000000000002,1,1.0,0.0,2.0,True
19.240000000000002,2,0.316,0.316,1.0,False
19.240000000000002,2,0.707,0.0,2.0,False
19.240000000000002,3,0.316,0.316,1.0,False
19.240000000000002,3,0.577,0.0,2.0,False
19.240000000000002,4,0.316,0.316,1.0,False
19.240000000000002,4,0.5,0.0,2.0,False
19.240000000000002,5,0.316,0.316,1.0,False
19.240000000000002,5,0.447,0.0,2.0,False
19.28,1,0.316,0.316,1.0,False
19.28,1,1.0,0.0,2.0,True
19.28,2,0.316,0.316,1.0,False
19.28,2,0.707,0.0,2.0,False
19.28,3,0.316,0.316,1.0,False
19.28,3,0.577,0.0,2.0,False
19.28,4,0.316,0.316,1.0,False
19.28,4,0.5,0.0,2.0,False
19.28,5,0.316,0.316,1.0,False
19.28,5,0.447,0.0,2.0,False
19.32,1,0.316,0.316,1.0,False
19.32,1,1.0,0.0,2.0,True
19.32,2,0.316,0.316,1.0,False
19.32,2,0.707,0.0,2.0,False
19.32,3,0.316,0.316,1.0,False
19.32,3,0.577,0.0,2.0,False
19.32,4,0.316,0.316,1.0,False
19.32,4,0.5,0.0,2.0,False
19.32,5,0.316,0.316,1.0,False
19.32,5,0.447,0.0,2.0,False
19.36,1,0.316,0.316,1.0,False
19.36,1,1.0,0.0,2.0,True
19.36,2,0.316,0.316,1.0,False
19.36,2,0.707,0.0,2.0,False
19.36,3,0.316,0.316,1.0,False
19.36,3,0.577,0.0,2.0,False
19.36,4,0.316,0.316,1.0,False
19.36,4,0.5,0.0,2.0,False
19.36,5,0.316,0.316,1.0,False
19.36,5,0.447,0.0,2.0,False
19.400000000000002,1,0.316,0.316,1.0,False
19.400000000000002,1,1.0,0.0,2.0,True
19.400000000000002,2,0.316,0.316,1.0,False
19.400000000000002,2,0.707,0.0,2.0,False
19.400000000000002,3,0.316,0.316,1.0,False
19.400000000000002,3,0.577,0.0,2.0,False
19.400000000000002,4,0.316,0.316,1.0,False
19.400000000000002,4,0.5,0.0,2.0,False
19.400000000000002,5,0.316,0.316,1.0,False
19.400000000000002,5,0.447,0.0,2.0,False
19.44,1,0.316,0.316,1.0,False
19.44,1,1.0,0.0,2.0,True
19.44,2,0.316,0.316,1.0,False
19.44,2,0.707,0.0,2.0,False
19.44,3,0.316,0.316,1.0,False
19.44,3,0.577,0.0,2.0,False
19.44,4,0.316,0.316,1.0,False
19.44,4,0.5,0.0,2.0,False
19.44,5,0.316,0.316,1.0,False
19.44,5,0.447,0.0,2.0,False
19.48,1,0.316,0.316,1.0,False
19.48,1,1.0,0.0,2.0,True
19.48,2,0.316,0.316,1.0,False
19.48,2,0.707,0.0,2.0,False
19.48,3,0.316,0.316,1.0,False
19.48,3,0.577,0.0,2.0,False
19.48,4,0.316,0.316,1.0,False
19.48,4,0.5,0.0,2.0,False
19.48,5,0.316,0.316,1.0,False
19.48,5,0.447,0.0,2.0,False
19.52,1,0.316,0.316,1.0,False
19.52,1,1.0,0.0,2.0,True
19.52,2,0.316,0.316,1.0,False
19.52,2,0.707,0.0,2.0,False
19.52,3,0.316,0.316,1.0,False
19.52,3,0.577,0.0,2.0,False
19.52,4,0.316,0.316,1.0,False
19.52,4,0.5,0.0,2.0,False
19.52,5,0.316,0.316,1.0,False
19.52,5,0.447,0.0,2.0,False
19.56,1,0.316,0.316,1.0,False
19.56,1,1.0,0.0,2.0,True
19.56,2,0.316,0.316,1.0,False
19.56,2,0.707,0.0,2.0,False
19.56,3,0.316,0.316,1.0,False
19.56,3,0.577,0.0,2.0,False
19.56,4,0.316,0.316,1.0,False
19.56,4,0.5,0.0,2.0,False
19.56,5,0.316,0.316,1.0,False
19.56,5,0.447,0.0,2.0,False
19.6,1,0.316,0.316,1.0,False
19.6,1,1.0,0.0,2.0,True
19.6,2,0.316,0.316,1.0,False
19.6,2,0.707,0.0,2.0,False
19.6,3,0.316,0.316,1.0,False
19.6,3,0.577,0.0,2.0,False
19.6,4,0.316,0.316,1.0,False
19.6,4,0.5,0.0,2.0,False
19.6,5,0.316,0.316,1.0,False
19.6,5,0.447,0.0,2.0,False
19.64,1,0.316,0.316,1.0,False
19.64,1,1.0,0.0,2.0,True
19.64,2,0.316,0.316,1.0,False
19.64,2,0.707,0.0,2.0,False
19.64,3,0.316,0.316,1.0,False
19.64,3,0.577,0.0,2.0,False
19.64,4,0.316,0.316,1.0,False
19.64,4,0.5,0.0,2.0,False
19.64,5,0.316,0.316,1.0,False
19.64,5,0.447,0.0,2.0,False
19.68,1,0.316,0.316,1.0,False
19.68,1,1.0,0.0,2.0,True
19.68,2,0.316,0.316,1.0,False
19.68,2,0.707,0.0,2.0,False
19.68,3,0.316,0.316,1.0,False
19.68,3,0.577,0.0,2.0,False
19.68,4,0.316,0.316,1.0,False
19.68,4,0.5,0.0,2.0,False
19.68,5,0.316,0.316,1.0,False
19.68,5,0.447,0.0,2.0,False
19.72,1,0.316,0.316,1.0,False
19.72,1,1.0,0.0,2.0,True
19.72,2,0.316,0.316,1.0,False
19.72,2,0.707,0.0,2.0,False
19.72,3,0.316,0.316,1.0,False
19.72,3,0.577,0.0,2.0,False
19.72,4,0.316,0.316,1.0,False
19.72,4,0.5,0.0,2.0,False
19.72,5,0.316,0.316,1.0,False
19.72,5,0.447,0.0,2.0,False
19.76,1,0.316,0.316,1.0,False
19.76,1,1.0,0.0,2.0,True
19.76,2,0.316,0.316,1.0,False
19.76,2,0.707,0.0,2.0,False
19.76,3,0.316,0.316,1.0,False
19.76,3,0.577,0.0,2.0,False
19.76,4,0.316,0.316,1.0,False
19.76,4,0.5,0.0,2.0,False
19.76,5,0.316,0.316,1.0,False
19.76,5,0.447,0.0,2.0,False
19.8,1,0.316,0.316,1.0,False
19.8,1,1.0,0.0,2.0,True
19.8,2,0.316,0.316,1.0,False
19.8,2,0.707,0.0,2.0,False
19.8,3,0.316,0.316,1.0,False
19.8,3,0.577,0.0,2.0,False
19.8,4,0.316,0.316,1.0,False
19.8,4,0.5,0.0,2.0,False
19.8,5,0.316,0.316,1.0,False
19.8,5,0.447,0.0,2.0,False
19.84,1,0.316,0.316,1.0,False
19.84,1,1.0,0.0,2.0,True
19.84,2,0.316,0.316,1.0,False
19.84,2,0.707,0.0,2.0,False
19.84,3,0.316,0.316,1.0,False
19.84,3,0.577,0.0,2.0,False
19.84,4,0.316,0.316,1.0,False
19.84,4,0.5,0.0,2.0,False
19.84,5,0.316,0.316,1.0,False
19.84,5,0.447,0.0,2.0,False
19.88,1,0.316,0.316,1.0,False
19.88,1,1.0,0.0,2.0,True
19.88,2,0.316,0.316,1.0,False
19.88,2,0.707,0.0,2.0,False
19.88,3,0.316,0.316,1.0,False
19.88,3,0.577,0.0,2.0,False
19.88,4,0.316,0.316,1.0,False
19.88,4,0.5,0.0,2.0,False
19.88,5,0.316,0.316,1.0,False
19.88,5,0.447,0.0,2.0,False
19.92,1,0.316,0.316,1.0,False
19.92,1,1.0,0.0,2.0,True
19.92,2,0.316,0.316,1.0,False
19.92,2,0.707,0.0,2.0,False
19.92,3,0.316,0.316,1.0,False
19.92,3,0.577,0.0,2.0,False
19.92,4,0.316,0.316,1.0,False
19.92,4,0.5,0.0,2.0,False
19.92,5,0.316,0.316,1.0,False
19.92,5,0.447,0.0,2.0,False
19.96,1,0.316,0.316,1.0,False
19.96,1,1.0,0.0,2.0,True
19.96,2,0.316,0.316,1.0,False
19.96,2,0.707,0.0,2.0,False
19.96,3,0.316,0.316,1.0,False
19.96,3,0.577,0.0,2.0,False
19.96,4,0.316,0.316,1.0,False
19.96,4,0.5,0.0,2.0,False
19.96,5,0.316,0.316,1.0,False
19.96,5,0.447,0.0,2.0,False
20.0,1,0.316,0.316,1.0,False
20.0,1,1.0,0.0,2.0,True
20.0,2,0.316,0.316,1.0,False
20.0,2,0.707,0.0,2.0,False
20.0,3,0.316,0.316,1.0,False
20.0,3,0.577,0.0,2.0,False
20.0,4,0.316,0.316,1.0,False
20.0,4,0.5,0.0,2.0,False
20.0,5,0.316,0.316,1.0,False
20.0,5,0.447,0.0,2.0,False
